filename,trial1,trial2,trial3,trial4
2973.sql,0.108,0.106,0.105,0.103
2974.sql,0.500,0.464,0.457,0.430
2976.sql,1.238,1.312,1.204,1.208
2977.sql,0.551,0.488,0.492,0.487
2978.sql,112.719,112.036,112.886,112.328
2979.sql,2.989,2.955,3.067,2.978
2980.sql,1.177,1.216,1.143,1.115
2981.sql,0.089,0.088,0.091,0.093
2982.sql,1.894,1.892,1.884,1.926
2983.sql,0.092,0.090,0.087,0.102
2984.sql,5.858,5.831,5.845,5.811
2985.sql,0.689,0.601,0.604,0.608
2986.sql,3.161,3.276,3.209,3.273
2987.sql,0.092,0.085,0.091,0.086
2988.sql,0.115,0.110,0.116,0.110
2989.sql,0.511,0.550,0.459,0.479
2990.sql,3.479,3.590,3.472,3.496
2991.sql,0.059,0.055,0.050,0.055
2992.sql,0.564,0.628,0.565,0.573
2993.sql,0.169,0.143,0.159,0.146
2994.sql,0.152,0.176,0.152,0.153
2995.sql,5.723,5.483,5.444,5.697
2996.sql,0.132,0.128,0.128,0.130
2997.sql,0.104,0.097,0.104,0.109
2998.sql,0.149,0.145,0.151,0.144
2999.sql,1.103,1.153,1.163,1.092
